processed_text,sentiment
"After visiting 2 mommies Tuffos, I decided purchase one burgeoning family---Supercool! Lightweight, waterproof, many choices pattern, love carry strap thing. Kind wish straps part blanket itself, I understand would compromise waterproof backing. Be careful pulling mfc tag, tear stiches!Great product overall, think!MauiMommie23",positivo
"This great blanket! The back water-resistant material get wet sitting damp grass. The top soft cotton type material. The blanket lightly padded keep comfortable hard ground small pebbles. It's machine washable. It folds easily fit back matching tote bag comes packed in. It's large enough hold two adults, baby baby's play things. I'm glad I purchased I look forward many years use",positivo
"This would 5 star bulky carry - I see could. Otherwise, love",positivo
"I got shoes time Spring comfortable but, high enough feel dowdy. Nice pair shoes",positivo
"I sent two sets twin grandsons, fit perfectly comfortable growing boys. The vendor fast getting items I would shopped again.",positivo
"I got case I needed something protect new iPod Shuffle. I also got would match black headphones (I got black color case.. obviously..) I find case works well. It fits shuffle nicely. The face buttons easy navigate volume up/down forward/back buttons clearly formed within silicone case. There slight misfit back case clip meets back shuffle, minute, interfere overall look fit case; never really notice it. That gets 4 stars full. Overall, I'm happy case. It's also great price",positivo
"Really, comfortable. I work feet day. With shoes feet feel like swell up, I get pain toes heel. These feel like moccasins support. They're highly recomended.",positivo
Excellent fit us overly endowed folks. Wanted another one went line Bali sent Biels Florida. On time delivery product asked,positivo
This bra hold minimize material junky satina breath prepared sweat. You'll soak summer,negativo
"My mom wears bra told try it. I'm really glad I did. ""The girls"" getting bigger bigger years, bra really makes look smaller. I highly recommend it. But make sure get right size - material flexible (of course, else hold in) even bit small quite uncomfortable",positivo
"I show horses, bra controls ""bounce jiggle"" better I've tried",positivo
"This bag cute! Really roomy inside, I've one day I already like hundreds complements it! It came quickly, service packaging outstanding! I'll definitley recommend everyone!",positivo
"The bow come loose me, easily re-tied. It's right size bag even lot stuff pretty lightweight. I've roomy bags heavy, case this. I usually skeptical picky handbags buying item online, I pleasantly surprised. I would buy seller -- prompt quick. I 2-3 days I ordered",positivo
Perfect Size me. I love length strap. Very well made. The reason I rated 4 I looking red bag design it. I experimenting new brown I growing like,positivo
"I ordered two different colors, pink camel....I must say I fell love them!! The bags beautiful!! I VERY impressed fast delivery exceptional packaging!! Each bag also placed special protective cloth type bag protect one shipping...",positivo
I love shirts.....I got cruise I always pleased purchases Amazon ...,positivo
"I'm runner go lot white socks. I wanted stock new set, I bought 5 different kinds see I liked best, would stock those. This one winner! They extremely durable, VERY comfortable. They much padding cushion, I like wearing around house, feel like slippers on.The Thorlo XJ-11 Running Crew Socks also nice, well padded, etc., A LOT expensive, I actually prefer Russell socks better. The Thorlo's breath nearly well.I highly recommend socks. A good value, durable, extremely comfortable, great cushion runners, breath great.Kevi",positivo
"These shirts well-made hold well wash. I ordered whole bunch good price. They part summer ""uniform"" - khaki shorts khaki t-shirt. The way could improved ""tagless""",positivo
I love bag! I use time now. It perfect random things I need take,positivo
"Wow, good quality I've seen catalogs known good boat totes, 1/3 cost. Definitely recommend",positivo
"IT IS MY MAIN BAG NOW, EVERYTHING FITS INTO THAT I NEED TO TAKE ON TRIPS TO THE BEACH. THE STRAPS ARE STRONG, AND EASY TO CARRY",positivo
"I bought tote couple weeks ago, using day day out. It convenient tote depends on. Anyone likes tote bags Funtote [...] Marimekko also loves bag",positivo
"This product great...I bought two gift Christmas, one another one brand name cost 5 times much I returned expensive one...this one lot better quality I happy! I'm thinking buying one now!",positivo
I bought item gift daughter. It well made color beautiful. The length handles perfect,positivo
"bag awesome. use take ton books sometimes computer library work. It weigh 25 lbs, straps still hold weight signs breaking down. best part though bottom bag square stands upright, making easy access everything inside it. I also like orange color",positivo
I love bag! The quality canvas stitching wonderful. I would expected pay lot bag. The orange great color,positivo
"I expect high quality price, material construction tote bag good sold expensive stores. I ordered give gifts bridesmaids (its beach wedding I going fill bags fun gifts!) My regret ordering one myself!",positivo
I bought one one sister. We love,positivo
"hey, look good, nice feel em. feet little wide little rubbing along little toe area, long day feet. Problems: Well I would call interesting trait, stud like things bottom, make feel really bouncy get used them. also bad habit squeeking marble certain tile floors. people turn heads every then.. could good bad thing, depends who's looki",positivo
"I found anything negative say luggage. It sturdy, well made lots storage compartments. The wheels roll smoothly makes pulling loaded suitcase almost effortless good thing, I heavy travel schedule year. So far, I say best luggage I ever owned",positivo
I received socks Christmas gift best socks I've ever owned!! They comfortable get bunched shoes!! They kept shape size washed many times!! These socks best I love them!! I wish made colors fun patterns!!,positivo
"wonderful set socks, receiver gift extremely happ",positivo
"THESE SOCKS WERE ORDERED FOR CHRISTMAS ON DEC 9. THEY WERE INSTOCK AND WERE PROMISED BEFORE CHRISTMAS. THEY ARRIVED ON JAN 10, AND WERE NOT THE COLOR I ORDERED (MINE WERE RED AND PINK STRIPED LIKE THE PICTURE, THE ONES THEY SENT WERE SOLID RED). I FIANALLY HAD TO SHOP ON CHRISTMAS EVE, (MY DAUGHTERS BIRTHDAY) WHAT A STRESSED OUT MESS THE HOLIDAYS WERE FOR ME JUST BECAUSE I COUNTED ON THIS AND A COUPLE OF OTHER VENDORS FROM AMAZON. NEVER AGAI",negativo
"This excellent product. They far best socks I've ever worn. They fall down, hold shape repeated washings soft comfortable. I love two tone effect rolled top shows contrasting interior color. These truly wonderful socks",positivo
